"","modgene","modtype","modchr","modstart","modend","modfeature"
"463","PA1498","1","NC_002516.2",1627360,1627361,"inside"
"464","PA1507","1","NC_002516.2",1636924,1636925,"inside"
"465","PA1520","1","NC_002516.2",1652798,1652799,"inside"
"466","PA1521","1","NC_002516.2",1654153,1654154,"inside"
"467","PA1521","1","NC_002516.2",1654244,1654245,"inside"
"468","PA1527","1","NC_002516.2",1661314,1661315,"upstream"
"469","PA1528","1","NC_002516.2",1665517,1665518,"inside"
"470","PA1530","1","NC_002516.2",1668009,1668010,"upstream"
"471","PA1537","1","NC_002516.2",1676178,1676179,"upstream"
"472","PA1538","1","NC_002516.2",1676835,1676836,"inside"
"473","PA1540","1","NC_002516.2",1678741,1678742,"upstream"
"474","PA1545","1","NC_002516.2",1682181,1682182,"inside"
"475","PA1545","1","NC_002516.2",1682491,1682492,"inside"
"476","PA1546","1","NC_002516.2",1683669,1683670,"inside"
"477","PA1548","1","NC_002516.2",1684928,1684929,"inside"
"478","PA1551","1","NC_002516.2",1688837,1688838,"inside"
"479","PA1552","1","NC_002516.2",1690442,1690443,"inside"
"480","PA1553","1","NC_002516.2",1691655,1691656,"upstream"
"481","PA1553","1","NC_002516.2",1691766,1691767,"upstream"
"482","PA1554","1","NC_002516.2",1693363,1693364,"upstream"
"483","PA1556","1","NC_002516.2",1695180,1695181,"upstream"
"484","PA1556","1","NC_002516.2",1695291,1695292,"upstream"
"485","PA1557","1","NC_002516.2",1695876,1695877,"inside"
"486","PA1561","1","NC_002516.2",1698559,1698560,"inside"
"487","PA1561","1","NC_002516.2",1701203,1701204,"upstream"
"488","PA1562","1","NC_002516.2",1702316,1702317,"inside"
"489","PA1566","1","NC_002516.2",1708143,1708144,"upstream"
"490","PA1567","1","NC_002516.2",1709115,1709116,"inside"
"491","PA1568","1","NC_002516.2",1709637,1709638,"inside"
"492","PA1580","1","NC_002516.2",1719504,1719505,"inside"
"493","PA1580","1","NC_002516.2",1719760,1719761,"inside"
"494","PA1585","1","NC_002516.2",1723946,1723947,"upstream"
"495","PA1585","1","NC_002516.2",1724966,1724967,"inside"
"496","PA1585","1","NC_002516.2",1725515,1725516,"inside"
"497","PA1586","1","NC_002516.2",1726696,1726697,"upstream"
"498","PA1587","1","NC_002516.2",1729234,1729235,"inside"
"499","PA1590","1","NC_002516.2",1732770,1732771,"inside"
"500","PA1590","1","NC_002516.2",1733228,1733229,"inside"
"501","PA1591","1","NC_002516.2",1733496,1733497,"upstream"
"502","PA1591","1","NC_002516.2",1733550,1733551,"upstream"
"503","PA1593","1","NC_002516.2",1735150,1735151,"upstream"
"504","PA1600","1","NC_002516.2",1743702,1743703,"upstream"
"505","PA1608","1","NC_002516.2",1751559,1751560,"upstream"
"506","PA1609","1","NC_002516.2",1752443,1752444,"inside"
"507","PA1612","1","NC_002516.2",1756878,1756879,"upstream"
"508","PA1615","1","NC_002516.2",1759894,1759895,"inside"
"509","PA1618","1","NC_002516.2",1761781,1761782,"upstream"
"510","PA1618","1","NC_002516.2",1762294,1762295,"upstream"
"511","PA1629","1","NC_002516.2",1773136,1773137,"inside"
"512","PA1632","1","NC_002516.2",1775274,1775275,"upstream"
"513","PA1635","1","NC_002516.2",1779739,1779740,"upstream"
"514","PA1640","1","NC_002516.2",1786256,1786257,"inside"
"515","PA1643","1","NC_002516.2",1788758,1788759,"inside"
"516","PA1644","1","NC_002516.2",1790102,1790103,"inside"
"517","PA1644","1","NC_002516.2",1790177,1790178,"inside"
"518","PA1648","1","NC_002516.2",1795429,1795430,"inside"
"519","PA1648","1","NC_002516.2",1795873,1795874,"inside"
"520","PA1658","1","NC_002516.2",1806390,1806391,"inside"
"521","PA1663","1","NC_002516.2",1814018,1814019,"inside"
"522","PA1668","1","NC_002516.2",1817763,1817764,"upstream"
"523","PA1670","1","NC_002516.2",1822692,1822693,"inside"
"524","PA1683","1","NC_002516.2",1833195,1833196,"inside"
"525","PA1685","1","NC_002516.2",1835141,1835142,"overlapEnd"
"526","PA1685","1","NC_002516.2",1835219,1835220,"downstream"
"527","PA1687","1","NC_002516.2",1836666,1836667,"inside"
"528","PA1703","1","NC_002516.2",1850011,1850012,"inside"
"529","PA1704","1","NC_002516.2",1851488,1851489,"upstream"
"530","PA1709","1","NC_002516.2",1855223,1855224,"inside"
"531","PA1714","1","NC_002516.2",1858563,1858564,"inside"
"532","PA1715","1","NC_002516.2",1858899,1858900,"upstream"
"533","PA1716","1","NC_002516.2",1859375,1859376,"upstream"
"534","PA1725","1","NC_002516.2",1865892,1865893,"inside"
"535","PA1726","1","NC_002516.2",1869273,1869274,"upstream"
"536","PA1737","1","NC_002516.2",1881504,1881505,"inside"
"537","PA1738","1","NC_002516.2",1883495,1883496,"inside"
"538","PA1739","1","NC_002516.2",1884025,1884026,"inside"
"539","PA1740","1","NC_002516.2",1885287,1885288,"inside"
"540","PA1742","1","NC_002516.2",1886713,1886714,"inside"
"541","PA1750","1","NC_002516.2",1891222,1891223,"inside"
"542","PA1760","1","NC_002516.2",1902855,1902856,"inside"
"543","PA1761","1","NC_002516.2",1903180,1903181,"upstream"
"544","PA1764","1","NC_002516.2",1907529,1907530,"inside"
"545","PA1766","1","NC_002516.2",1911264,1911265,"upstream"
"546","PA1774","1","NC_002516.2",1919216,1919217,"upstream"
"547","PA1776","1","NC_002516.2",1920468,1920469,"upstream"
"548","PA1778","1","NC_002516.2",1924371,1924372,"upstream"
"549","PA1780","1","NC_002516.2",1926555,1926556,"upstream"
"550","PA1780","1","NC_002516.2",1927215,1927216,"upstream"
"551","PA1782","1","NC_002516.2",1930759,1930760,"upstream"
"552","PA1785","1","NC_002516.2",1933298,1933299,"inside"
"553","PA1785","1","NC_002516.2",1933380,1933381,"inside"
"554","PA1786","1","NC_002516.2",1935054,1935055,"upstream"
"555","PA1787","1","NC_002516.2",1936977,1936978,"inside"
"556","PA1788","1","NC_002516.2",1938262,1938263,"inside"
"557","PA1790","1","NC_002516.2",1940424,1940425,"downstream"
"558","PA1791","1","NC_002516.2",1940832,1940833,"inside"
"559","PA1791","1","NC_002516.2",1941561,1941562,"inside"
"560","PA1797","1","NC_002516.2",1950573,1950574,"upstream"
"561","PA1798","1","NC_002516.2",1951667,1951668,"inside"
"562","PA1798","1","NC_002516.2",1951781,1951782,"upstream"
"563","PA1799","1","NC_002516.2",1952160,1952161,"inside"
"564","PA1799","1","NC_002516.2",1952219,1952220,"inside"
"565","PA1802","1","NC_002516.2",1954671,1954672,"upstream"
"566","PA1804","1","NC_002516.2",1957855,1957856,"upstream"
"567","PA1804","1","NC_002516.2",1958330,1958331,"upstream"
"568","PA1804","1","NC_002516.2",1958842,1958843,"inside"
"569","PA1806","1","NC_002516.2",1961285,1961286,"inside"
"570","PA1806","1","NC_002516.2",1961993,1961994,"inside"
"571","PA1809","1","NC_002516.2",1966225,1966226,"upstream"
"572","PA1816","1","NC_002516.2",1973538,1973539,"inside"
"573","PA1819","1","NC_002516.2",1976945,1976946,"upstream"
"574","PA1819","1","NC_002516.2",1977767,1977768,"inside"
"575","PA1821","1","NC_002516.2",1980206,1980207,"inside"
"576","PA1826","1","NC_002516.2",1985825,1985826,"inside"
"577","PA1828","1","NC_002516.2",1987533,1987534,"inside"
"578","PA1829","1","NC_002516.2",1988696,1988697,"inside"
"579","PA1837","1","NC_002516.2",1995257,1995258,"upstream"
"580","PA1842","1","NC_002516.2",1999720,1999721,"inside"
"581","PA1843","1","NC_002516.2",2002995,2002996,"inside"
"582","PA1844","1","NC_002516.2",2004317,2004318,"inside"
"583","PA1847","1","NC_002516.2",2007865,2007866,"inside"
"584","PA1853","1","NC_002516.2",2013723,2013724,"downstream"
"585","PA1855","1","NC_002516.2",2015584,2015585,"upstream"
"586","PA1858","1","NC_002516.2",2018888,2018889,"upstream"
"587","PA1860","1","NC_002516.2",2019824,2019825,"inside"
"588","PA1872","1","NC_002516.2",2035066,2035067,"upstream"
"589","PA1874","1","NC_002516.2",2037782,2037783,"inside"
"590","PA1874","1","NC_002516.2",2039035,2039036,"inside"
"591","PA1874","1","NC_002516.2",2039527,2039528,"inside"
"592","PA1874","1","NC_002516.2",2039773,2039774,"inside"
"593","PA1875","1","NC_002516.2",2041249,2041250,"upstream"
"594","PA1875","1","NC_002516.2",2041495,2041496,"upstream"
"595","PA1875","1","NC_002516.2",2042062,2042063,"upstream"
"596","PA1875","1","NC_002516.2",2042314,2042315,"upstream"
"597","PA1880","1","NC_002516.2",2051140,2051141,"inside"
"598","PA1882","1","NC_002516.2",2052825,2052826,"upstream"
"599","PA1886","1","NC_002516.2",2055869,2055870,"inside"
"600","PA1886","1","NC_002516.2",2056212,2056213,"inside"
"601","PA1888","1","NC_002516.2",2059197,2059198,"inside"
"602","PA1894","1","NC_002516.2",2065989,2065990,"upstream"
"603","PA1903","1","NC_002516.2",2073405,2073406,"upstream"
"604","PA1904","1","NC_002516.2",2075261,2075262,"upstream"
"605","PA1909","1","NC_002516.2",2081177,2081178,"inside"
"606","PA1909","1","NC_002516.2",2081756,2081757,"inside"
"607","PA1916","1","NC_002516.2",2091033,2091034,"inside"
"608","PA1916","1","NC_002516.2",2091368,2091369,"inside"
"609","PA1916","1","NC_002516.2",2091499,2091500,"upstream"
"610","PA1918","1","NC_002516.2",2093349,2093350,"upstream"
"611","PA1921","1","NC_002516.2",2097011,2097012,"inside"
"612","PA1923","1","NC_002516.2",2098966,2098967,"upstream"
"613","PA1923","1","NC_002516.2",2100152,2100153,"inside"
"614","PA1927","1","NC_002516.2",2107924,2107925,"inside"
"615","PA1928","1","NC_002516.2",2108997,2108998,"inside"
"616","PA1931","1","NC_002516.2",2111384,2111385,"upstream"
"617","PA1938","1","NC_002516.2",2118880,2118881,"upstream"
"618","PA1939","1","NC_002516.2",2122038,2122039,"inside"
"619","PA1940","1","NC_002516.2",2124593,2124594,"upstream"
"620","PA1946","1","NC_002516.2",2130083,2130084,"upstream"
"621","PA1946","1","NC_002516.2",2131102,2131103,"inside"
"622","PA1951","1","NC_002516.2",2137165,2137166,"inside"
"623","PA1953","1","NC_002516.2",2139718,2139719,"upstream"
"624","PA1959","1","NC_002516.2",2143337,2143338,"inside"
"625","PA1959","1","NC_002516.2",2143370,2143371,"inside"
"626","PA1961","1","NC_002516.2",2145242,2145243,"inside"
"627","PA1963","1","NC_002516.2",2146968,2146969,"downstream"
"628","PA1970","1","NC_002516.2",2151831,2151832,"upstream"
"629","PA1970","1","NC_002516.2",2152061,2152062,"upstream"
"630","PA1971","1","NC_002516.2",2152371,2152372,"inside"
"631","PA1972","1","NC_002516.2",2153825,2153826,"inside"
"632","PA1976","1","NC_002516.2",2161605,2161606,"inside"
"633","PA1996","1","NC_002516.2",2182609,2182610,"upstream"
"634","PA2004","1","NC_002516.2",2191978,2191979,"inside"
"635","PA2005","1","NC_002516.2",2194131,2194132,"upstream"
"636","PA2006","1","NC_002516.2",2195579,2195580,"upstream"
"637","PA2011","1","NC_002516.2",2200573,2200574,"inside"
"638","PA2012","1","NC_002516.2",2201838,2201839,"inside"
"639","PA2014","1","NC_002516.2",2204526,2204527,"inside"
"640","PA2014","1","NC_002516.2",2204784,2204785,"inside"
"641","PA2017","1","NC_002516.2",2207453,2207454,"inside"
"642","PA2023","1","NC_002516.2",2215251,2215252,"inside"
"643","PA2025","1","NC_002516.2",2217596,2217597,"inside"
"644","PA2026","1","NC_002516.2",2218309,2218310,"inside"
"645","PA2026","1","NC_002516.2",2219053,2219054,"inside"
"646","PA2027","1","NC_002516.2",2219532,2219533,"inside"
"647","PA2035","1","NC_002516.2",2225842,2225843,"inside"
"648","PA2035","1","NC_002516.2",2225843,2225844,"inside"
"649","PA2037","1","NC_002516.2",2227885,2227886,"inside"
"650","PA2041","1","NC_002516.2",2232713,2232714,"inside"
"651","PA2042","1","NC_002516.2",2233302,2233303,"upstream"
"652","PA2051","1","NC_002516.2",2245300,2245301,"inside"
"653","PA2054","1","NC_002516.2",2248371,2248372,"downstream"
"654","PA2055","1","NC_002516.2",2248486,2248487,"inside"
"655","PA2055","1","NC_002516.2",2249083,2249084,"inside"
"656","PA2061","1","NC_002516.2",2257707,2257708,"upstream"
"657","PA2063","1","NC_002516.2",2260222,2260223,"upstream"
"658","PA2063","1","NC_002516.2",2261813,2261814,"inside"
"659","PA2064","1","NC_002516.2",2263289,2263290,"upstream"
"660","PA2064","1","NC_002516.2",2263326,2263327,"upstream"
"661","PA2067","1","NC_002516.2",2266620,2266621,"upstream"
"662","PA2068","1","NC_002516.2",2268422,2268423,"upstream"
"663","PA2069","1","NC_002516.2",2270065,2270066,"upstream"
"664","PA2070","1","NC_002516.2",2272030,2272031,"inside"
"665","PA2071","1","NC_002516.2",2272547,2272548,"inside"
"666","PA2072","1","NC_002516.2",2273700,2273701,"upstream"
"667","PA2072","1","NC_002516.2",2275684,2275685,"inside"
"668","PA2074","1","NC_002516.2",2278442,2278443,"upstream"
"669","PA2077","1","NC_002516.2",2285930,2285931,"upstream"
"670","PA2079","1","NC_002516.2",2288429,2288430,"inside"
"671","PA2079","1","NC_002516.2",2288495,2288496,"inside"
"672","PA2080","1","NC_002516.2",2290293,2290294,"inside"
"673","PA2082","1","NC_002516.2",2291132,2291133,"inside"
"674","PA2087","1","NC_002516.2",2296215,2296216,"upstream"
"675","PA2089","1","NC_002516.2",2298470,2298471,"inside"
"676","PA2105","1","NC_002516.2",2316467,2316468,"upstream"
"677","PA2109","1","NC_002516.2",2320678,2320679,"inside"
"678","PA2118","1","NC_002516.2",2329828,2329829,"inside"
"679","PA2129","1","NC_002516.2",2343240,2343241,"inside"
"680","PA2137","1","NC_002516.2",2352699,2352700,"inside"
"681","PA2142","1","NC_002516.2",2356968,2356969,"inside"
"682","PA2142a","1","NC_002516.2",2357397,2357398,"downstream"
"683","PA2148","1","NC_002516.2",2364072,2364073,"upstream"
"684","PA2150","1","NC_002516.2",2365357,2365358,"inside"
"685","PA2151","1","NC_002516.2",2365829,2365830,"upstream"
"686","PA2152","1","NC_002516.2",2368170,2368171,"inside"
"687","PA2153","1","NC_002516.2",2372168,2372169,"inside"
"688","PA2154","1","NC_002516.2",2374861,2374862,"upstream"
"689","PA2157","1","NC_002516.2",2377597,2377598,"upstream"
"690","PA2157","1","NC_002516.2",2377826,2377827,"upstream"
"691","PA2157","1","NC_002516.2",2377993,2377994,"upstream"
"692","PA2164","1","NC_002516.2",2388850,2388851,"upstream"
"693","PA2168","1","NC_002516.2",2392348,2392349,"inside"
"694","PA2169","1","NC_002516.2",2392494,2392495,"upstream"
"695","PA2169","1","NC_002516.2",2392673,2392674,"upstream"
"696","PA2171","1","NC_002516.2",2393582,2393583,"upstream"
"697","PA2174","1","NC_002516.2",2396246,2396247,"inside"
"698","PA2178","1","NC_002516.2",2400692,2400693,"upstream"
"699","PA2179","1","NC_002516.2",2402119,2402120,"upstream"
"700","PA2188","1","NC_002516.2",2408207,2408208,"inside"
"701","PA2188","1","NC_002516.2",2408702,2408703,"inside"
"702","PA2193","1","NC_002516.2",2412305,2412306,"upstream"
"703","PA2195","1","NC_002516.2",2414666,2414667,"inside"
"704","PA2196","1","NC_002516.2",2415714,2415715,"inside"
"705","PA2201","1","NC_002516.2",2420072,2420073,"upstream"
"706","PA2201","1","NC_002516.2",2420162,2420163,"upstream"
"707","PA2205","1","NC_002516.2",2424671,2424672,"upstream"
"708","PA2205","1","NC_002516.2",2424710,2424711,"upstream"
"709","PA2210","1","NC_002516.2",2428968,2428969,"inside"
"710","PA2211","1","NC_002516.2",2430393,2430394,"inside"
"711","PA2212","1","NC_002516.2",2431489,2431490,"inside"
"712","PA2217","1","NC_002516.2",2438123,2438124,"inside"
"713","PA2243","1","NC_002516.2",2469006,2469007,"upstream"
"714","PA2248","1","NC_002516.2",2474115,2474116,"upstream"
"715","PA2249","1","NC_002516.2",2475383,2475384,"upstream"
"716","PA2250","1","NC_002516.2",2476198,2476199,"upstream"
"717","PA2252","1","NC_002516.2",2479967,2479968,"inside"
"718","PA2260","1","NC_002516.2",2488461,2488462,"upstream"
"719","PA2260","1","NC_002516.2",2488942,2488943,"upstream"
"720","PA2262","1","NC_002516.2",2490785,2490786,"inside"
"721","PA2265","1","NC_002516.2",2493997,2493998,"inside"
"722","PA2267","1","NC_002516.2",2497964,2497965,"inside"
"723","PA2268","1","NC_002516.2",2499097,2499098,"inside"
"724","PA2272","1","NC_002516.2",2502196,2502197,"inside"
"725","PA2275","1","NC_002516.2",2505422,2505423,"inside"
"726","PA2278","1","NC_002516.2",2506847,2506848,"upstream"
"727","PA2287","1","NC_002516.2",2515429,2515430,"inside"
"728","PA2288","1","NC_002516.2",2516985,2516986,"upstream"
"729","PA2289","1","NC_002516.2",2517799,2517800,"inside"
"730","PA2295","1","NC_002516.2",2526475,2526476,"upstream"
"731","PA2301","1","NC_002516.2",2535394,2535395,"upstream"
"732","PA2308","1","NC_002516.2",2547359,2547360,"inside"
"733","PA2314","1","NC_002516.2",2552380,2552381,"inside"
"734","PA2315","1","NC_002516.2",2553630,2553631,"inside"
"735","PA2316","1","NC_002516.2",2554344,2554345,"inside"
"736","PA2324","1","NC_002516.2",2563418,2563419,"upstream"
"737","PA2324","1","NC_002516.2",2563745,2563746,"upstream"
"738","PA2324","1","NC_002516.2",2564813,2564814,"inside"
"739","PA2326","1","NC_002516.2",2567689,2567690,"inside"
"740","PA2329","1","NC_002516.2",2571321,2571322,"inside"
"741","PA2333","1","NC_002516.2",2575085,2575086,"inside"
"742","PA2333","1","NC_002516.2",2575973,2575974,"inside"
"743","PA2336","1","NC_002516.2",2579701,2579702,"inside"
"744","PA2336","1","NC_002516.2",2580048,2580049,"inside"
"745","PA2346","1","NC_002516.2",2592419,2592420,"inside"
"746","PA2350","1","NC_002516.2",2596638,2596639,"upstream"
"747","PA2351","1","NC_002516.2",2598183,2598184,"inside"
"748","PA2353","1","NC_002516.2",2600884,2600885,"inside"
"749","PA2355","1","NC_002516.2",2603286,2603287,"inside"
"750","PA2356","1","NC_002516.2",2604398,2604399,"inside"
"751","PA2361","1","NC_002516.2",2611331,2611332,"inside"
"752","PA2363","1","NC_002516.2",2613582,2613583,"inside"
"753","PA2364","1","NC_002516.2",2614771,2614772,"upstream"
"754","PA2365","1","NC_002516.2",2614837,2614838,"upstream"
"755","PA2367","1","NC_002516.2",2616903,2616904,"upstream"
"756","PA2373","1","NC_002516.2",2625053,2625054,"inside"
"757","PA2384","1","NC_002516.2",2636767,2636768,"upstream"
"758","PA2385","1","NC_002516.2",2637607,2637608,"inside"
"759","PA2390","1","NC_002516.2",2642770,2642771,"upstream"
"760","PA2394","1","NC_002516.2",2649339,2649340,"upstream"
"761","PA2394","1","NC_002516.2",2649501,2649502,"upstream"
"762","PA2395","1","NC_002516.2",2651178,2651179,"upstream"
"763","PA2397","1","NC_002516.2",2653497,2653498,"inside"
"764","PA2398","1","NC_002516.2",2654581,2654582,"upstream"
"765","PA2398","1","NC_002516.2",2655690,2655691,"inside"
"766","PA2398","1","NC_002516.2",2656262,2656263,"inside"
"767","PA2399","1","NC_002516.2",2661212,2661213,"inside"
"768","PA2399","1","NC_002516.2",2667778,2667779,"upstream"
"769","PA2402","1","NC_002516.2",2684027,2684028,"inside"
"770","PA2402","1","NC_002516.2",2684982,2684983,"inside"
"771","PA2403","1","NC_002516.2",2687574,2687575,"inside"
"772","PA2404","1","NC_002516.2",2688525,2688526,"upstream"
"773","PA2404","1","NC_002516.2",2688872,2688873,"inside"
"774","PA2407","1","NC_002516.2",2690624,2690625,"inside"
"775","PA2410","1","NC_002516.2",2692608,2692609,"upstream"
"776","PA2410","1","NC_002516.2",2692683,2692684,"upstream"
